account_id,risk_level,risk_score,total_transactions,total_amount,max_transactions,unique_receivers
7442191771,Severe,120,386,4235799.38,725060.15,35
7442569066,Severe,120,431,4196600.29,310643.84,46
7442641977,High,80,16,839601.26,640588.23,4
7442759421,Severe,120,381,3357332.57,434527.09,41
7443221571,Severe,120,317,3809059.28,773715.07,31
7445986790,Severe,120,611,6288605.04,864954.77,53
7446272058,Severe,120,341,3892538.85,313703.42,29
7448864763,High,80,29,931135.61,896084.13,3
7449283755,Severe,120,374,4849674.61,705894.41,38
7449847264,Severe,120,399,2257371.91,391527.23,38
7451322888,High,90,456,2826294.62,115962.75,43
7451560179,Severe,120,520,3576386.46,300956.53,48
7452269528,Severe,120,412,2231356.97,485701.92,35
7453904092,Severe,120,324,2189816.1,264511.71,32
7454457193,High,80,133,1157055.36,352227.03,18
7455994113,Severe,120,384,3538547.42,503074.6,32
7456606373,Severe,120,596,4807302.44,855607.66,55
7456816704,Severe,120,424,3716862.77,264573.35,41
7457673615,High,80,115,940204.4,349262.75,13
7458437197,Severe,120,658,4987388.41,417210.83,53
7458970576,High,80,7,446368.637070562,254535.53,4
7459197528,High,90,489,3715582.15,226158.98,46
7459323269,Severe,120,399,4200181.17,356957.5,37
7459503912,Severe,120,513,5453997.59,390183.48,48
7459818147,High,80,287,3008009.26,622196.72,25
7460391921,Severe,120,567,5113868.05,682728.06,53
7461673704,Severe,120,615,5448029.35,478277.17,53
7462769234,High,80,222,1600397.73,371399.91,23
7463752797,High,80,218,974381.82,407872.57,24
7464261201,Severe,120,432,3346284.74,339973.93,42
7465143893,Severe,120,475,4035517.26,472130.13,48
7465376243,Severe,120,357,3425315.06,253081.68,34
7465870994,High,90,362,2564795.95,107355.45,36
7466260811,Severe,120,538,5039672.91,813406.03,51
7468355896,Severe,120,576,4366164.96,452655.56,52
7468424181,Severe,120,501,4242551.0,327658.51,47
7468481487,Severe,120,486,3152498.59,263557.58,47
7468482138,Severe,120,430,4023100.86,963687.95,39
7469018227,High,90,388,2877126.27,202293.43,39
7469174330,Severe,120,543,4587243.04,608896.86,49
7469175487,High,80,123,884543.07,259325.43,16
7469894445,Severe,120,335,3993013.33,867818.82,33
7470300488,Severe,120,672,5778747.04,324970.87,59
7470940363,High,80,225,2650071.33,649412.83,24
7471092467,High,80,170,2173388.08,955613.07,21
7471364026,High,80,141,1764177.4,401565.56,13
7472250515,Severe,120,575,5436942.97,472568.32,50
7472535269,High,80,109,1410525.4,630116.82,17
7472872279,High,80,231,2545258.75,326808.09,24
7474707387,High,80,11,544026.78,299226.86,5
7474716537,High,80,271,2165739.53,497554.36,25
7474883127,High,90,497,4293100.85,236815.53,50
7474909535,Severe,120,499,4444873.84,641730.42,47
7475153215,High,80,262,2139018.19,323575.14,28
7476521105,High,90,356,2428434.83,187498.35,32
7476650733,High,90,502,3617763.28,197605.23,44
7476684897,Severe,120,612,5332045.09,462889.52,58
7476886732,Severe,120,533,5022718.94,905438.9,49
7479373039,Severe,120,388,4823074.68,812127.41,37
7479901615,Severe,120,474,5666127.03,885147.85,50
7480353628,High,90,461,4416339.46,144945.53,39
7481313664,Severe,120,325,4026855.38,925623.18,32
7481404661,High,80,156,1964721.5,390984.09,14
7482144095,Severe,120,582,4918937.74,599275.25,53
7482309220,Severe,120,429,4310495.51,980233.61,37
7483115549,High,90,342,3110880.19,209150.82,32
7483280410,High,90,388,3019524.62,198729.3,38
7485881891,High,80,122,1935263.44,287089.14,13
7487469808,Severe,120,412,2345137.28,449493.07,41
7488894221,Severe,120,619,4580957.81,824922.05,54
7491630618,Severe,120,486,3496232.8,870052.74,43
7491698645,High,80,16,490656.07,387025.96,5
7491944773,High,90,363,2718928.9,144826.53,34
7492806173,Severe,120,303,2054722.39,396503.46,33
7493108004,High,80,117,2064594.62,526791.36,16
7493910752,High,90,452,4015126.12,225060.78,46
7493969068,Severe,120,435,4323935.24,372439.66,37
7495018530,High,90,560,4086355.39,222259.41,51
7495750336,High,80,260,2918742.31,446221.27,24
7496528820,High,90,370,2650766.66,244936.9,32
7497344154,High,90,415,2144249.92,153566.07,37
7498495776,High,90,461,2706233.57,120086.36,39
7498668658,Severe,120,357,3551664.22,303377.58,34
7499139778,Severe,120,360,2451970.65,694766.33,31
7500058106,High,80,221,2679397.55971329,294893.92,20
7500437505,High,80,2,280617.34,267374.66,2
7501327339,Severe,120,472,3750746.57,384406.21,47
7501685334,Severe,120,411,4177017.03,800502.96,37
7502236782,High,80,5,648344.48,467443.59,4
7502397427,Severe,120,313,3329105.41,670852.07,33
7503275240,Severe,120,349,1779301.93,385393.74,33
7503741618,High,90,480,3856522.67,249451.31,43
7503758350,High,80,291,2515707.73,442653.97,30
7504025530,High,90,449,4483170.59,122877.04,39
7505734601,High,90,610,6144940.72,210267.03,56
7506073691,High,80,240,1181490.66,280363.81,26
7507043504,Severe,120,385,2673388.47,412988.28,36
7507778325,Severe,120,403,3095730.23,348923.9,38
7508298158,High,90,335,1619785.07,157968.44,32
7508313997,Severe,120,598,5068117.39,422810.72,57
7508347519,Severe,120,354,3522183.1,975702.92,34
7508826642,Severe,120,442,3846813.98,869408.99,40
7509920946,High,90,361,2765096.72,111094.66,32
7509921200,High,80,197,1800806.62,261390.13,22
7510608716,High,80,125,3325684.98,2385937.84,13
7511413041,High,90,306,3139729.13,147861.17,29
7511832761,High,90,449,4233499.05,187051.95,42
7512059628,High,80,278,4469233.43,897148.3,29
7512858883,High,80,20,433540.65,362414.5,5
7514417209,High,90,420,4158361.94,156907.42,41
7515273746,High,80,290,3084690.21,658869.12,29
7515418771,Severe,120,543,5274254.87,863126.75,47
7515507252,High,90,484,3812556.02,177598.99,43
7516439507,Severe,120,312,3963475.59,954212.37,32
7516627308,High,80,286,3659876.27,516238.42,28
7516720018,Severe,120,500,3528153.72,337692.8,46
7516843649,High,80,276,2815354.47,791339.33,28
7517872885,High,90,443,3584945.98,239539.46,45
7518363902,High,80,233,2895001.29,463244.67,21
7519853760,Severe,120,447,2611807.63,418515.77,41
7520503290,Severe,120,369,3112905.07,279938.71,38
7520655983,High,80,174,1731868.96,343279.51,25
7521758633,Severe,120,445,4066141.54,303900.86,38
7523628602,Severe,120,360,3257560.6,290751.75,33
7523769854,High,90,501,3790422.45,115021.18,42
7525571440,Severe,120,368,2646578.82,365681.0,36
7526198029,High,90,394,2877982.03,213510.03,31
7526239970,Severe,120,377,2224439.98,314144.08,34
7526322785,Severe,120,371,3143568.34,413986.74,35
7527863128,Severe,120,322,1769160.1,308220.39,34
7527928936,High,90,530,4567567.36,177271.86,43
7529394612,High,80,262,1767641.04,323440.19,25
7529455857,High,80,181,2252056.92,299042.57,16
7529602915,Severe,120,379,3047480.78,608364.82,35
7530210561,High,80,207,2547243.88,661065.56,23
7530985699,High,80,275,3132360.84,472339.74,27
7531180330,High,80,263,2469864.65,578608.37,26
7533052512,High,80,271,1197633.46,256350.38,23
7533282012,Severe,120,424,2926989.79,332689.69,36
7533314671,High,90,419,3453977.29,243195.98,39
7533965855,Severe,120,366,3474987.79,413404.2,32
7534504394,Severe,120,352,2536818.3,502192.9,36
7535371770,High,80,246,2708461.37,716492.13,28
7535537199,High,80,254,1738554.61528172,258399.93,31
7537292128,Severe,120,328,2080909.21,374483.41,30
7537389156,High,90,349,2839855.3,121948.31,33
7537919199,High,90,535,3252101.35,218638.58,49
7538038588,High,80,173,2722216.36,703104.86,17
7538460620,Severe,120,325,3416677.3,570721.24,31
7540999663,High,90,365,3689612.46,201758.5,39
7541480748,Severe,120,523,3645022.46,268543.29,47
7541983570,High,90,489,3689531.49,135826.5,43
7542758587,Severe,120,409,2695435.58,334369.32,38
7543159220,Severe,120,551,6108181.6,509075.33,52
7543713168,High,90,430,3887189.16,216513.09,39
7543877607,High,90,420,3520630.71,172729.86,38
7544837430,High,80,281,1343010.48552804,401736.22,28
7545081630,Severe,120,308,3178947.14,901037.75,31
7545872000,High,90,397,3877594.14,248627.23,37
7549486961,High,80,14,977153.44,934327.68,3
7549723102,Severe,120,423,3225063.36,341499.45,41
7551204703,Severe,120,364,1986707.88,307346.05,36
7551489862,Severe,120,649,4843864.97,356062.74,56
7552536398,Severe,120,520,4476380.02,276934.5,52
7553230281,Severe,120,313,4618949.8,666559.4,33
7555255239,Severe,120,358,3443451.8,413949.71,31
7555423378,High,80,241,2175556.78,466879.94,25
7555880460,High,90,412,2708050.64,181510.0,37
7556874867,High,80,277,2138808.95,690956.6,29
7557651734,High,80,18,1282204.38576879,878111.37,5
7558102678,High,90,476,4275991.57,152671.73,43
7558386542,High,80,183,2502322.73,290921.4,22
7559968653,High,80,180,1595502.17,324291.45,18
7560763483,High,90,623,4537301.9,245897.68,55
7561146448,Severe,120,502,4399527.65,361280.84,51
7561166790,High,80,215,2117680.39,648424.35,23
7561269221,High,80,199,1105876.2,385230.91,22
7561412185,High,80,135,697601.29,359515.17,11
7562195312,Severe,120,535,5429484.78,926795.2,49
7564317439,High,80,296,3336544.32,848878.32,27
7565489921,High,80,237,1759620.04,272149.84,22
7566073049,Severe,120,430,3642868.24,482785.32,39
7567099461,High,80,285,2807382.08,547668.65,26
7568609029,High,90,396,3897230.7,249252.0,36
7569781553,Severe,120,401,2839435.4,443316.36,38
7570316557,High,80,280,3796369.15,684818.61,30
7570416265,High,90,494,3830100.35,209188.96,47
7570494026,Severe,120,319,2340083.94,476967.56,34
7570613743,Severe,120,395,4287528.8,842799.0,35
7570914310,Severe,120,556,4853853.72,812814.52,45
7571252126,High,90,449,3295574.3,114241.32,42
7571328297,High,80,119,1335751.47,563134.84,15
7571433244,High,90,316,3605670.29,225053.38,31
7571577933,High,90,513,3893779.82,101215.66,46
7571626154,Severe,120,360,2806064.89,261240.66,36
7571685131,Severe,120,367,3426649.55,409219.31,36
7571899425,High,80,222,2533227.93,391366.94,19
7572298113,Severe,120,356,3459705.71,568350.49,34
7573268480,High,80,226,1179750.1,276255.94,20
7573697383,Severe,120,340,3837283.06,583839.99,32
7574500727,High,80,14,445528.85,325297.6,3
7574724143,Severe,120,382,3361565.39,614901.54,37
7575804259,High,80,163,1411544.25,469826.22,18
7575900749,High,80,18,956446.41,662328.64,3
7576219352,High,80,279,2413415.26,317481.92,28
7576934528,Severe,120,430,3051280.2,293843.51,36
7577355239,Severe,120,430,2783466.12,515966.8,35
7578318583,High,90,515,4129297.37,140880.65,43
7578442353,High,80,147,752757.55,275889.22,16
7578582601,Severe,120,487,4196488.7,350602.51,43
7578678537,High,80,25,332826.223558891,254866.15,4
7580059947,Severe,120,474,4062206.12,484388.74,43
7580447263,High,80,4,1266543.1435675,923965.01,4
7580565935,Severe,120,395,2053309.27,334346.9,35
7581044956,High,80,134,2366787.16,684948.81,12
7582195231,Severe,120,399,4464308.22,968301.16,39
7584000699,High,90,449,3464714.04,115184.24,43
7586926394,High,90,478,4008890.56,192903.82,44
7587101607,Severe,120,388,3446626.11,454823.71,38
7587534859,Severe,120,301,3869336.55,519716.8,30
7587659508,Severe,120,350,2268843.47,300440.2,36
7587963408,High,80,270,5062425.5,841574.4,28
7588251226,Severe,120,388,4152647.86,264411.92,41
7590954849,High,90,413,3172973.95,162428.96,34
7591784816,High,90,359,3093542.95,126467.45,33
7592339711,High,80,161,1728208.33,445741.96,20
7592950832,Severe,120,456,3252626.92,333025.15,41
7595786574,High,90,336,1886624.27,218394.77,34
7597044592,High,90,436,3714458.48,144941.63,44
7598744197,High,90,597,3247053.37,193761.28,50
7599071867,Severe,120,335,3440463.95,965752.75,31
7599257187,High,90,306,1768059.74,173917.04,30
7600324025,High,80,25,670730.358995891,514848.72,5
7600793850,High,80,295,2459008.69,327778.09,29
7601246057,High,90,617,4860590.06,117705.33,50
7602828733,High,90,423,3470141.5,116028.09,40
7603851472,High,80,265,3248527.12,374833.08,23
7604733375,Severe,120,478,4335079.43,432087.25,42
7604769572,High,80,145,1683600.38,438579.2,17
7607085549,High,80,7,552503.23,507258.1,3
7607337069,Severe,120,478,4550158.49,712325.74,40
7607499593,High,80,237,2042816.64,528164.49,23
7607776704,High,90,456,3566297.49,149456.69,42
7608138988,High,80,213,1308392.79,468932.08,24
7608868553,High,90,339,2336254.57,107513.66,33
7609795038,High,90,426,3101140.03,117091.43,34
7610000879,High,80,262,2749666.51,555568.78,29
7610394189,Severe,120,325,2210216.55,426841.35,34
7610760141,Severe,120,420,3801276.36,628432.9,40
7611812390,High,80,294,3256659.17,436553.13,30
7612621343,Severe,120,513,5902435.35,785294.29,47
7612687594,High,80,286,2408505.21,650826.97,32
7613130988,Severe,120,509,4569727.49,664199.3,50
7614183548,High,90,381,3708056.25,120770.23,30
7614443752,Severe,120,520,3400443.8,386199.78,49
7617478398,Severe,120,346,3936370.74,747091.88,37
7617571232,High,80,256,2137703.57,518218.65,25
7618396883,High,90,506,3275308.56,104133.43,49
7618431185,High,90,325,2013683.11,158109.04,35
7618451052,High,90,345,2833353.99,171417.38,36
7618551598,Severe,120,403,3717985.24,647932.22,37
7619049381,High,80,216,3387995.5,452956.76,21
7619475041,High,80,290,2931872.32,474882.13,31
7619488985,High,80,267,2765636.86,579755.13,31
7619891974,High,80,165,2344711.73,717373.73,22
7619988114,Severe,120,551,4651684.38,781307.8,51
7620679872,Severe,120,442,3547309.35,971779.15,42
7621198954,Severe,120,505,4310758.91,450706.4,43
7622489612,High,90,539,3543422.23,132231.83,46
7627228417,High,80,11,388942.29,332363.35,3
7628304175,Severe,120,332,3312928.51,301341.26,34
7629193047,High,80,26,621473.26,523400.04,5
7629331908,Severe,120,476,4378286.21,386603.96,40
7630401585,High,80,187,1973973.56,654727.46,23
7630605129,High,90,616,3224245.26,124257.02,54
7630664929,High,90,594,3111956.66,149412.75,51
7630931284,Severe,120,431,4511067.63,508410.15,39
7632359219,Severe,120,430,4027990.77,884521.5,43
7632530113,Severe,120,318,1803600.82,329137.08,28
7632583119,Severe,120,525,3618130.37,706085.51,50
7632774924,Severe,120,387,3392555.85,676555.96,36
7634278748,Severe,120,499,4561216.92,562511.97,44
7635655629,High,80,224,2730201.39,324642.74,20
7636679082,Severe,120,434,3686322.47,363558.73,42
7637477492,High,90,474,4534801.67,148725.26,42
7638074935,Severe,120,385,2957475.77,292917.07,35
7638314720,Severe,120,397,4880898.22,705145.53,39
7639087739,Severe,120,434,3208697.65,484135.64,37
7639653544,High,90,457,3487119.9,131281.48,43
7640186141,Severe,120,369,5178590.38,777247.79,33
7640926914,Severe,120,470,4529442.11,536285.47,41
7641330179,Severe,120,369,4946622.68,934617.08,35
7642322332,High,90,384,2654220.45,156409.67,32
7642448871,Severe,120,467,4792801.81,452162.09,44
7645281903,Severe,120,381,4685115.01,721465.02,38
7645900198,Severe,120,554,5920456.09,921142.82,51
7646108899,Severe,120,359,1909048.31,338913.07,35
7646279743,High,90,356,3501422.7,247510.59,31
7646964800,Severe,120,365,1948478.7,259134.18,35
7647254509,High,90,363,2723040.12,213568.11,33
7648291450,Severe,120,513,3643958.13,556891.41,42
7648532817,High,80,8,669389.074120302,502573.51,5
7648577607,Severe,120,483,4384956.15,453394.51,50
7648952589,High,90,445,2647950.43,133892.09,42
7649936433,Severe,120,494,3851029.06,569382.57,42
7650622195,Severe,120,396,4266015.71,455436.01,41
7651398710,High,80,273,1064508.73,265578.49,24
7652309055,Severe,120,342,3341784.46,501004.0,33
7652411699,Severe,120,328,3045143.36,376137.97,29
7653749131,Severe,120,573,4358315.66,334608.09,45
7654775842,High,90,641,4943119.26,128655.47,55
7655114869,Severe,120,421,2433809.55,735940.86,37
7655564286,High,80,177,1485144.7,495790.73,19
7655654712,Severe,120,433,4051198.25,792524.31,42
7656249917,High,80,250,3529543.94,771734.43,23
7656746582,High,80,243,2244374.53,451425.05,25
7657265532,Severe,120,519,5605905.72,818396.74,51
7657474983,High,80,215,2955528.17,540282.71,26
7657581112,Severe,120,586,5553524.48,433494.17,52
7657867223,High,90,484,3764755.03,149441.36,43
7657949423,High,90,367,2946844.16,128923.87,34
7657988565,Severe,120,320,3485184.35,754300.45,35
7658222132,Severe,120,480,3616726.82,691187.08,46
7658664999,Severe,120,616,6688278.24,867131.77,58
7658946456,Severe,120,360,3801712.84,617139.24,35
7659406201,Severe,120,375,3130829.18,382392.19,35
7659804005,High,80,181,1656736.28,824875.55,22
7660286186,High,90,381,3040018.2,181604.65,36
7660656881,High,90,330,3133056.54,229208.69,36
7661438380,Severe,120,463,3333593.35,422059.73,44
7661649391,High,90,462,3107319.28,196844.29,44
7661918919,High,80,191,3100583.75,958670.08,17
7662302219,Severe,120,582,5284077.59,662241.78,52
7665077720,High,80,135,1991521.62392403,376611.96,15
7665277514,Severe,120,618,6113566.32,671041.67,56
7667019125,Severe,120,552,4203852.7,298930.62,48
7667423444,Severe,120,402,3727842.71,339790.89,36
7669019377,Severe,120,433,4190860.98,920872.19,40
7669053692,High,80,228,2478860.43,837970.21,26
7669236826,High,90,361,2626852.22,150383.85,42
7670325503,Severe,120,409,3766760.97,303748.87,39
7671052153,High,80,14,928757.17,843628.86,5
7671644805,Severe,120,386,3852429.76,692007.09,38
7671695099,Severe,120,639,4737890.39,443062.02,54
7675071089,Severe,120,335,2232171.13,465678.08,34
7675848928,High,80,264,2258904.39,431162.65,25
7676608339,Severe,120,372,3646785.29,461171.32,35
7677310778,Severe,120,442,3027456.82,282420.91,41
7681084529,Severe,120,614,4307157.99,654767.59,51
7682162338,Severe,120,404,2139738.78,359780.68,37
7682887795,High,80,239,2765213.06,810008.45,27
7683108647,High,80,15,848321.73,646476.97,4
7683310190,Severe,120,432,3597660.09,398615.35,39
7684081779,Severe,120,470,4626976.48,566700.11,41
7685465956,High,90,323,2923424.65,109458.13,28
7686371546,High,80,130,991683.07,710274.87,13
7686965259,High,80,283,2817976.47,858812.84,27
7689278070,High,80,226,2680587.62,458599.96,24
7689962249,Severe,120,479,3307113.18,391347.02,40
7690880019,Severe,120,562,6840713.43,855413.18,53
7692404770,Severe,120,356,3659930.14,635836.32,35
7692499899,High,90,432,4053972.75,145690.62,39
7692727852,Severe,120,374,3393005.15,405459.73,39
7693779208,Severe,120,350,2898713.38,734061.52,36
7695444973,Severe,120,350,4095728.49,393466.45,36
7695922171,High,80,241,2352631.48,255619.9,22
7697622754,High,90,420,3471935.71,121972.94,39
7698514998,Severe,120,349,2722045.65,370543.78,33
7698724710,High,80,165,2219402.47,380759.93,16
7699316196,High,80,4,4239882.27,3633963.35,4
7699686626,High,90,432,3399132.94,196125.31,39
7700215720,High,90,540,3497318.33,215489.24,46
7702608517,High,80,106,1175612.69,628569.88,13
7702996756,Severe,120,432,3486181.01,515231.46,36
7704491987,Severe,120,501,4169802.69,482706.42,45
7704935475,High,80,11,324761.217640575,294077.03,3
7705526873,Severe,120,635,5125725.63,315471.57,52
7705907443,High,80,262,2226830.56,315167.85,25
7706978409,Severe,120,497,4078225.83,292112.46,46
7707725699,Severe,120,642,4399461.04,390035.67,53
7707810729,High,80,270,1413162.53,351178.82,25
7708255049,High,80,180,1594440.98,314629.26,17
7708617021,Severe,120,488,5666366.4,625676.88,50
7709701164,High,90,472,2002720.21,183661.26,41
7711304271,Severe,120,330,2314560.84,253423.86,33
7712611640,High,90,445,3621270.72,235700.98,44
7713985025,High,80,296,1412527.1,367660.39,30
7714190671,High,90,544,3552736.58,243771.31,48
7714619658,Severe,120,337,3544839.28,338726.52,31
7715015923,Severe,120,432,5083160.49,853980.55,37
7718751854,Severe,120,318,2950785.86,338354.15,30
7719178454,High,80,5,293355.180102639,267497.97,5
7719415564,High,80,20,328870.97,287080.66,4
7719957018,Severe,120,360,3741526.53,396787.1,35
7720355729,Severe,120,423,2986472.43,261801.4,36
7720364308,High,90,448,3608629.36,185162.76,40
7721841953,Severe,120,404,3837620.49,313971.21,38
7722243822,High,90,333,2087220.02,139273.08,33
7722641552,Severe,120,494,6098883.55,956161.93,46
7723003180,Severe,120,529,3698012.22,284244.16,52
7723380274,High,80,246,1949666.42,326223.69,28
7723940750,High,80,239,1504440.44,340025.05,21
7724553988,Severe,120,436,2778573.26,256693.89,38
7725655945,Severe,120,441,4267282.21,678905.53,41
7730164262,High,80,16,503543.880426161,448998.25,4
7731033859,Severe,120,408,3136068.52,278309.4,39
7731538436,High,80,15,545172.28,385806.55,3
7731616126,High,80,197,1829811.1,419394.78,23
7732758136,Severe,120,482,3478809.18,464157.69,51
7732762685,Severe,120,480,3658445.28,629654.42,40
7733076425,Severe,120,355,3942944.98,592604.4,36
7734767043,High,90,473,3696555.93,192648.76,43
7735611052,Severe,120,465,3243844.75,473808.76,44
7737571784,Severe,120,309,2656046.89,288495.99,30
7737946034,Severe,120,324,1953447.72,397966.33,31
7738324641,High,80,7,819397.66,510782.19,4
7738534786,High,80,254,2412902.42,270026.4,26
7738670918,High,80,143,794296.05,381527.99,14
7738857514,Severe,120,312,2611602.64,351099.01,33
7738921363,High,90,576,3553427.28,149444.99,53
7739696388,Severe,120,492,5595633.94,515810.59,45
7739934912,Severe,120,422,3419983.1,420776.39,41
7739954812,High,80,268,2532802.34,264779.05,29
7742283519,Severe,120,619,4280982.46,254383.01,57
7742453632,High,80,17,732628.008173804,686379.47,6
7743065622,High,80,249,2916840.33,490826.15,26
7743528326,High,80,15,751744.08,693377.32,4
7744210851,Severe,120,618,4817717.36,376795.93,53
7746588679,Severe,120,445,3040954.39,620153.56,42
7746789650,Severe,120,410,2941594.95,358442.37,36
7746906760,Severe,120,322,2169797.61,648966.8,34
7748008480,Severe,120,474,4115770.97,563319.96,38
7750136239,Severe,120,500,3902841.97,908860.45,44
7751198487,High,90,325,3301465.73,236881.42,28
7751814755,High,90,332,2388883.97,106584.55,30
7751897958,High,80,10,568665.07,286524.32,5
7754173980,High,90,475,3577915.66,162096.1,41
7754636513,Severe,120,437,3652056.44,417118.75,41
7755083423,High,90,437,3668833.66,246257.65,38
7755113092,High,80,136,2019247.27,496084.41,15
7755145341,High,80,258,3026217.33,764175.25,27
7755251937,Severe,120,449,4556028.12,499118.81,42
7755311677,High,80,247,2180361.14,827598.45,25
7756271379,High,90,457,2456734.36,221329.67,43
7756436223,High,90,409,2400705.58,121612.04,38
7756949218,High,80,245,1222952.79,642881.05,24
7757125281,High,80,220,1835719.09,646464.65,22
7758268667,High,90,459,3111481.25,208378.88,40
7758837739,High,90,408,3279213.49,230052.82,38
7759451467,High,80,184,1879359.76,291331.0,21
7760099545,High,90,380,2297065.26,136136.05,33
7761366999,High,90,302,1262945.83,115459.84,30
7762180232,High,90,460,3998524.48,221249.94,42
7762684960,High,90,307,1431239.91,214119.3,33
7763613711,Severe,120,356,3716604.09,356354.91,36
7767530750,High,80,272,2678545.61,466072.21,27
7767852235,High,80,220,2893665.24,309759.18,19
7767945246,High,90,643,4679286.7,125142.45,51
7768954492,High,80,264,1406422.43,323581.62,26
7769469521,Severe,120,410,3047869.69,417931.55,38
7769584379,High,80,126,2177588.38,673331.04,18
7769916930,Severe,120,314,2998444.78,727856.46,30
7770178299,High,80,238,2949733.94,336660.28,22
7771190821,Severe,120,334,2338393.99,261819.16,32
7772064746,High,90,376,4640338.45,190350.09,35
7773069042,Severe,120,421,4319307.28,514120.61,41
7773429222,High,80,275,3200051.3,319449.65,26
7773971081,High,80,211,2603392.04,477244.33,20
7774176446,Severe,120,438,4882097.83,399354.84,41
7774210141,High,80,212,2331946.75,330775.87,23
7775430899,Severe,120,557,3683992.86,373194.89,49
7775705821,High,90,348,4018433.63,214106.1,35
7775860537,Severe,120,496,5894379.06,828454.93,53
7777102570,Severe,120,378,2629170.9,596694.16,39
7777704450,Severe,120,568,3326838.5,462180.98,47
7778425448,Severe,120,311,2577432.0,592871.19,33
7778822998,High,80,299,3691354.02,706757.82,28
7780404750,Severe,120,505,4913547.82,800983.95,48
7781169224,High,80,234,1969164.45,648700.06,24
7782335646,High,90,347,2713028.03,178092.05,34
7782542521,High,80,279,3118708.74,268909.75,24
7783188642,Severe,120,392,3771817.21,446758.84,37
7783916449,Severe,120,603,5568777.42,619556.28,54
7785028785,High,90,310,1891394.95,230862.42,28
7785650313,High,90,456,3646445.0,233552.55,44
7788322519,High,90,308,1407386.66,135390.37,33
7789137429,High,90,439,4269542.5,169539.4,40
7789432460,High,90,330,2588613.89,150148.98,34
7789931032,High,80,7,782920.93,629680.29,7
7791475941,High,80,267,2803689.47,675350.77,26
7791535942,Severe,120,521,4512720.35,257976.73,46
7793048467,High,90,624,4675040.03,153845.92,53
7794689214,Severe,120,570,4182549.58,433243.28,46
7795136633,High,80,3,449799.28,284556.19,3
7796914259,High,80,222,1971139.05,376883.76,24
7797060501,High,90,442,2265215.14,185141.78,42
7797420054,Severe,120,366,3507201.19,635441.51,33
7797425766,Severe,120,447,4081962.23,388076.87,39
7799817971,Severe,120,497,4451118.88,512008.37,43
7799825595,Severe,120,404,3391986.65,292750.93,38
7800524106,Severe,120,384,4576109.58,867159.89,39
7801836798,Severe,120,393,3913490.51,979085.35,36
7802626721,High,80,14,668439.18,534841.4,3
7802720132,Severe,120,322,2564862.0,302345.84,32
7803500295,Severe,120,530,5320121.27,784224.2,53
7803705021,High,80,147,1956816.61,290800.97,15
7803959970,High,90,344,3161119.52,131608.78,30
7805835738,Severe,120,318,2091035.4,560318.26,31
7807751831,High,80,189,1912926.06,570278.39,21
7808973572,High,90,431,3671277.35,175607.39,37
7809943399,High,90,596,3473509.1,109651.19,52
7810634768,Severe,120,428,3476070.9,295211.41,45
7811202968,High,80,20,395184.53,365868.4,5
7811241649,Severe,120,488,3937979.62,294464.07,47
7811658898,Severe,120,382,3823255.3,416683.22,35
7812352033,Severe,120,436,4645204.01,663630.42,41
7812424683,Severe,120,410,3593484.29,735471.91,38
7815002853,High,90,306,2906751.8,165866.37,29
7815707571,High,80,200,1938181.11,911562.54,23
7816393864,High,80,183,1499101.19,486461.93,23
7816440666,High,80,137,1102224.77,364376.02,16
7821292253,High,80,16,1104997.19,618053.96,4
7821826957,High,80,284,3517819.69,428905.53,28
7822283319,High,90,353,2763036.67,122850.01,32
7822286289,High,80,169,1393421.07,261107.96,22
7822973838,Severe,120,505,4850639.8,824796.9,43
7824430266,Severe,120,370,2400370.45,407860.15,34
7824601051,Severe,120,402,2878622.65,696449.19,32
7825150600,Severe,120,474,5386272.88,919522.48,47
7826535231,High,80,276,2573691.03,280091.67,25
7829115708,High,90,357,2143673.1,125221.74,34
7829253679,Severe,120,495,3584113.01,425835.06,47
7830125782,High,90,590,5209825.73,238094.87,53
7830146918,High,80,202,1747832.28,522717.54,23
7830526794,Severe,120,619,4700104.51,481161.78,57
7830533173,Severe,120,653,5780375.94,930600.53,54
7830762580,Severe,120,619,3435801.48,321927.0,52
7831668953,High,80,16,574212.86,406254.21,5
7832108957,High,90,430,2558396.17,167738.78,39
7832723086,High,80,16,407376.27,320162.0,5
7833704985,Severe,120,326,3011053.46,704526.22,27
7833834142,High,80,15,443694.07,308807.21,4
7834027132,High,90,485,2076120.46,143581.48,42
7834243442,High,90,418,3295759.36,181552.94,39
7835396625,Severe,120,313,4079935.27,675361.08,33
7836370620,High,80,86,659125.04,376981.4,10
7836382668,High,80,22,469794.72,452395.2,3
7836664888,High,80,222,2873857.41,396623.47,19
7836674834,High,80,17,609185.0,369761.88,5
7836929664,High,80,162,1106300.26,355200.46,15
7837151352,High,80,105,1952523.32,296717.06,11
7837548824,Severe,120,377,3095070.94,353844.14,38
7839219428,High,80,277,2516621.14,258729.19,24
7839267225,High,80,255,1165361.71,257700.28,24
7840035592,Severe,120,551,4401576.7,511145.46,49
7840322627,High,80,133,1684198.03,408418.13,12
7840328636,High,80,2,708361.62,465887.12,2
7840496943,High,90,302,1756857.86,144090.72,28
7840601921,Severe,120,511,4473594.82,537716.43,50
7841445194,Severe,120,533,5621820.76,981720.1,53
7841579324,High,90,474,3863153.92,108232.66,42
